AUC_fwd,AUC_rev,AUPRC_fwd,AUPRC_rev,KL_path,lag_phi_to_focus,xcorr,m3_phi,m3_focus,corr_phi_focus
0.000000,0.000000,0.000000,0.000000,0.000035,-8.000,0.000000,9.760234e-13,0.000000e+00,0.000000
